GP_name,quali_pos,constructor,driver,position,driver_confidence,constructor_relaiblity,active_driver,active_constructor,dob
Silverstone Circuit,8,Red Bull,Daniel Ricciardo,8,-4.780346820809249,-16.5,1,1,1989-07-01
Silverstone Circuit,2,Red Bull,Sebastian Vettel,2,-3.5,-16.5,1,1,1987-07-03
Silverstone Circuit,5,McLaren,Kevin Magnussen,5,-3.761904761904762,-39.852130325814535,1,1,1992-10-05
Silverstone Circuit,18,Ferrari,Kimi Räikkönen,20,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Hockenheimring,2,Williams,Valtteri Bottas,2,-2.4965034965034967,-49.37406483790524,1,1,1989-08-28
Hockenheimring,20,Mercedes,Lewis Hamilton,16,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Hockenheimring,6,Red Bull,Sebastian Vettel,6,-3.5,-16.5,1,1,1987-07-03
Hockenheimring,5,Red Bull,Daniel Ricciardo,5,-4.780346820809249,-16.5,1,1,1989-07-01
Hockenheimring,4,McLaren,Kevin Magnussen,4,-3.761904761904762,-39.852130325814535,1,1,1992-10-05
Hockenheimring,12,Ferrari,Kimi Räikkönen,12,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Hungaroring,4,Red Bull,Daniel Ricciardo,4,-4.780346820809249,-16.5,1,1,1989-07-01
Hungaroring,22,Mercedes,Lewis Hamilton,21,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Hungaroring,16,Ferrari,Kimi Räikkönen,17,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Hungaroring,2,Red Bull,Sebastian Vettel,2,-3.5,-16.5,1,1,1987-07-03
Hungaroring,3,Williams,Valtteri Bottas,3,-2.4965034965034967,-49.37406483790524,1,1,1989-08-28
Hungaroring,21,McLaren,Kevin Magnussen,10,-3.761904761904762,-39.852130325814535,1,1,1992-10-05
Circuit de Spa-Francorchamps,5,Red Bull,Daniel Ricciardo,5,-4.780346820809249,-16.5,1,1,1989-07-01
Circuit de Spa-Francorchamps,6,Williams,Valtteri Bottas,6,-2.4965034965034967,-49.37406483790524,1,1,1989-08-28
Circuit de Spa-Francorchamps,8,Ferrari,Kimi Räikkönen,8,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Circuit de Spa-Francorchamps,3,Red Bull,Sebastian Vettel,3,-3.5,-16.5,1,1,1987-07-03
Circuit de Spa-Francorchamps,7,McLaren,Kevin Magnussen,7,-3.761904761904762,-39.852130325814535,1,1,1992-10-05
Circuit de Spa-Francorchamps,2,Mercedes,Lewis Hamilton,2,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Autodromo Nazionale di Monza,1,Mercedes,Lewis Hamilton,1,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Autodromo Nazionale di Monza,3,Williams,Valtteri Bottas,3,-2.4965034965034967,-49.37406483790524,1,1,1989-08-28
Autodromo Nazionale di Monza,9,Red Bull,Daniel Ricciardo,9,-4.780346820809249,-16.5,1,1,1989-07-01
Autodromo Nazionale di Monza,8,Red Bull,Sebastian Vettel,8,-3.5,-16.5,1,1,1987-07-03
Autodromo Nazionale di Monza,11,Ferrari,Kimi Räikkönen,12,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Autodromo Nazionale di Monza,5,McLaren,Kevin Magnussen,5,-3.761904761904762,-39.852130325814535,1,1,1992-10-05
Marina Bay Street Circuit,1,Mercedes,Lewis Hamilton,1,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Marina Bay Street Circuit,4,Red Bull,Sebastian Vettel,4,-3.5,-16.5,1,1,1987-07-03
Marina Bay Street Circuit,3,Red Bull,Daniel Ricciardo,3,-4.780346820809249,-16.5,1,1,1989-07-01
Marina Bay Street Circuit,7,Ferrari,Kimi Räikkönen,7,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Marina Bay Street Circuit,9,McLaren,Kevin Magnussen,9,-3.761904761904762,-39.852130325814535,1,1,1992-10-05
Marina Bay Street Circuit,8,Williams,Valtteri Bottas,8,-2.4965034965034967,-49.37406483790524,1,1,1989-08-28
Suzuka Circuit,2,Mercedes,Lewis Hamilton,2,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Suzuka Circuit,9,Red Bull,Sebastian Vettel,9,-3.5,-16.5,1,1,1987-07-03
Suzuka Circuit,6,Red Bull,Daniel Ricciardo,6,-4.780346820809249,-16.5,1,1,1989-07-01
Suzuka Circuit,3,Williams,Valtteri Bottas,3,-2.4965034965034967,-49.37406483790524,1,1,1989-08-28
Suzuka Circuit,10,Ferrari,Kimi Räikkönen,10,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Suzuka Circuit,7,McLaren,Kevin Magnussen,7,-3.761904761904762,-39.852130325814535,1,1,1992-10-05
Sochi Autodrom,1,Mercedes,Lewis Hamilton,1,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Sochi Autodrom,3,Williams,Valtteri Bottas,3,-2.4965034965034967,-49.37406483790524,1,1,1989-08-28
Sochi Autodrom,11,McLaren,Kevin Magnussen,6,-3.761904761904762,-39.852130325814535,1,1,1992-10-05
Sochi Autodrom,6,Red Bull,Daniel Ricciardo,7,-4.780346820809249,-16.5,1,1,1989-07-01
Sochi Autodrom,10,Red Bull,Sebastian Vettel,11,-3.5,-16.5,1,1,1987-07-03
Sochi Autodrom,8,Ferrari,Kimi Räikkönen,9,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Circuit of the Americas,2,Mercedes,Lewis Hamilton,2,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Circuit of the Americas,5,Red Bull,Daniel Ricciardo,5,-4.780346820809249,-16.5,1,1,1989-07-01
Circuit of the Americas,3,Williams,Valtteri Bottas,3,-2.4965034965034967,-49.37406483790524,1,1,1989-08-28
Circuit of the Americas,18,Red Bull,Sebastian Vettel,17,-3.5,-16.5,1,1,1987-07-03
Circuit of the Americas,7,McLaren,Kevin Magnussen,8,-3.761904761904762,-39.852130325814535,1,1,1992-10-05
Circuit of the Americas,8,Ferrari,Kimi Räikkönen,9,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Autódromo José Carlos Pace,2,Mercedes,Lewis Hamilton,2,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Autódromo José Carlos Pace,6,Red Bull,Sebastian Vettel,6,-3.5,-16.5,1,1,1987-07-03
Autódromo José Carlos Pace,10,Ferrari,Kimi Räikkönen,10,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Autódromo José Carlos Pace,7,McLaren,Kevin Magnussen,7,-3.761904761904762,-39.852130325814535,1,1,1992-10-05
Autódromo José Carlos Pace,4,Williams,Valtteri Bottas,4,-2.4965034965034967,-49.37406483790524,1,1,1989-08-28
Autódromo José Carlos Pace,9,Red Bull,Daniel Ricciardo,9,-4.780346820809249,-16.5,1,1,1989-07-01
Yas Marina Circuit,2,Mercedes,Lewis Hamilton,2,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Yas Marina Circuit,3,Williams,Valtteri Bottas,3,-2.4965034965034967,-49.37406483790524,1,1,1989-08-28
Yas Marina Circuit,7,Ferrari,Kimi Räikkönen,7,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Yas Marina Circuit,9,McLaren,Kevin Magnussen,9,-3.761904761904762,-39.852130325814535,1,1,1992-10-05
Circuit de Monaco,3,Ferrari,Sebastian Vettel,3,-3.5,-9.199004975124378,1,1,1987-07-03
Circuit de Monaco,1,Mercedes,Lewis Hamilton,1,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Circuit de Monaco,5,Red Bull,Daniil Kvyat,5,-7.24742268041237,-16.5,1,1,1994-04-26
Circuit de Monaco,4,Red Bull,Daniel Ricciardo,4,-4.780346820809249,-16.5,1,1,1989-07-01
Circuit de Monaco,6,Ferrari,Kimi Räikkönen,6,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Circuit de Monaco,16,Williams,Valtteri Bottas,17,-2.4965034965034967,-49.37406483790524,1,1,1989-08-28
Circuit Gilles Villeneuve,1,Mercedes,Lewis Hamilton,1,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Circuit Gilles Villeneuve,4,Williams,Valtteri Bottas,4,-2.4965034965034967,-49.37406483790524,1,1,1989-08-28
Circuit Gilles Villeneuve,3,Ferrari,Kimi Räikkönen,3,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Circuit Gilles Villeneuve,18,Ferrari,Sebastian Vettel,16,-3.5,-9.199004975124378,1,1,1987-07-03
Circuit Gilles Villeneuve,8,Red Bull,Daniil Kvyat,8,-7.24742268041237,-16.5,1,1,1994-04-26
Circuit Gilles Villeneuve,9,Red Bull,Daniel Ricciardo,9,-4.780346820809249,-16.5,1,1,1989-07-01
Bahrain International Circuit,1,Mercedes,Lewis Hamilton,1,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Bahrain International Circuit,4,Ferrari,Kimi Räikkönen,4,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Bahrain International Circuit,5,Williams,Valtteri Bottas,5,-2.4965034965034967,-49.37406483790524,1,1,1989-08-28
Bahrain International Circuit,2,Ferrari,Sebastian Vettel,2,-3.5,-9.199004975124378,1,1,1987-07-03
Bahrain International Circuit,7,Red Bull,Daniel Ricciardo,7,-4.780346820809249,-16.5,1,1,1989-07-01
Bahrain International Circuit,17,Red Bull,Daniil Kvyat,17,-7.24742268041237,-16.5,1,1,1994-04-26
Circuit de Barcelona-Catalunya,2,Mercedes,Lewis Hamilton,2,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Circuit de Barcelona-Catalunya,3,Ferrari,Sebastian Vettel,3,-3.5,-9.199004975124378,1,1,1987-07-03
Circuit de Barcelona-Catalunya,4,Williams,Valtteri Bottas,4,-2.4965034965034967,-49.37406483790524,1,1,1989-08-28
Circuit de Barcelona-Catalunya,7,Ferrari,Kimi Räikkönen,7,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Circuit de Barcelona-Catalunya,10,Red Bull,Daniel Ricciardo,10,-4.780346820809249,-16.5,1,1,1989-07-01
Circuit de Barcelona-Catalunya,8,Red Bull,Daniil Kvyat,8,-7.24742268041237,-16.5,1,1,1994-04-26
Shanghai International Circuit,1,Mercedes,Lewis Hamilton,1,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Shanghai International Circuit,3,Ferrari,Sebastian Vettel,3,-3.5,-9.199004975124378,1,1,1987-07-03
Shanghai International Circuit,6,Ferrari,Kimi Räikkönen,6,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Shanghai International Circuit,5,Williams,Valtteri Bottas,5,-2.4965034965034967,-49.37406483790524,1,1,1989-08-28
Shanghai International Circuit,7,Red Bull,Daniel Ricciardo,7,-4.780346820809249,-16.5,1,1,1989-07-01
Shanghai International Circuit,12,Red Bull,Daniil Kvyat,12,-7.24742268041237,-16.5,1,1,1994-04-26
Albert Park Grand Prix Circuit,1,Mercedes,Lewis Hamilton,1,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Albert Park Grand Prix Circuit,4,Ferrari,Sebastian Vettel,4,-3.5,-9.199004975124378,1,1,1987-07-03
Albert Park Grand Prix Circuit,6,Red Bull,Daniel Ricciardo,7,-4.780346820809249,-16.5,1,1,1989-07-01
Albert Park Grand Prix Circuit,5,Ferrari,Kimi Räikkönen,5,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Albert Park Grand Prix Circuit,12,Red Bull,Daniil Kvyat,13,-7.24742268041237,-16.5,1,1,1994-04-26
Albert Park Grand Prix Circuit,17,McLaren,Kevin Magnussen,18,-3.761904761904762,-39.852130325814535,1,1,1992-10-05
Albert Park Grand Prix Circuit,0,Williams,Valtteri Bottas,6,-2.4965034965034967,-49.37406483790524,1,1,1989-08-28
Sepang International Circuit,2,Ferrari,Sebastian Vettel,2,-3.5,-9.199004975124378,1,1,1987-07-03
Sepang International Circuit,1,Mercedes,Lewis Hamilton,1,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Sepang International Circuit,11,Ferrari,Kimi Räikkönen,11,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Sepang International Circuit,8,Williams,Valtteri Bottas,9,-2.4965034965034967,-49.37406483790524,1,1,1989-08-28
Sepang International Circuit,5,Red Bull,Daniil Kvyat,5,-7.24742268041237,-16.5,1,1,1994-04-26
Sepang International Circuit,4,Red Bull,Daniel Ricciardo,4,-4.780346820809249,-16.5,1,1,1989-07-01
Red Bull Ring,1,Mercedes,Lewis Hamilton,1,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Red Bull Ring,3,Ferrari,Sebastian Vettel,3,-3.5,-9.199004975124378,1,1,1987-07-03
Red Bull Ring,6,Williams,Valtteri Bottas,6,-2.4965034965034967,-49.37406483790524,1,1,1989-08-28
Red Bull Ring,18,Red Bull,Daniel Ricciardo,14,-4.780346820809249,-16.5,1,1,1989-07-01
Red Bull Ring,15,Red Bull,Daniil Kvyat,8,-7.24742268041237,-16.5,1,1,1994-04-26
Red Bull Ring,14,Ferrari,Kimi Räikkönen,18,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Silverstone Circuit,1,Mercedes,Lewis Hamilton,1,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Silverstone Circuit,6,Ferrari,Sebastian Vettel,6,-3.5,-9.199004975124378,1,1,1987-07-03
Silverstone Circuit,4,Williams,Valtteri Bottas,4,-2.4965034965034967,-49.37406483790524,1,1,1989-08-28
Silverstone Circuit,7,Red Bull,Daniil Kvyat,7,-7.24742268041237,-16.5,1,1,1994-04-26
Silverstone Circuit,5,Ferrari,Kimi Räikkönen,5,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Silverstone Circuit,10,Red Bull,Daniel Ricciardo,10,-4.780346820809249,-16.5,1,1,1989-07-01
Hungaroring,3,Ferrari,Sebastian Vettel,3,-3.5,-9.199004975124378,1,1,1987-07-03
Hungaroring,7,Red Bull,Daniil Kvyat,7,-7.24742268041237,-16.5,1,1,1994-04-26
Hungaroring,4,Red Bull,Daniel Ricciardo,4,-4.780346820809249,-16.5,1,1,1989-07-01
Hungaroring,1,Mercedes,Lewis Hamilton,1,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Hungaroring,6,Williams,Valtteri Bottas,6,-2.4965034965034967,-49.37406483790524,1,1,1989-08-28
Hungaroring,5,Ferrari,Kimi Räikkönen,5,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Circuit de Spa-Francorchamps,1,Mercedes,Lewis Hamilton,1,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Circuit de Spa-Francorchamps,12,Red Bull,Daniil Kvyat,12,-7.24742268041237,-16.5,1,1,1994-04-26
Circuit de Spa-Francorchamps,16,Ferrari,Kimi Räikkönen,14,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Circuit de Spa-Francorchamps,3,Williams,Valtteri Bottas,3,-2.4965034965034967,-49.37406483790524,1,1,1989-08-28
Circuit de Spa-Francorchamps,8,Ferrari,Sebastian Vettel,9,-3.5,-9.199004975124378,1,1,1987-07-03
Circuit de Spa-Francorchamps,5,Red Bull,Daniel Ricciardo,6,-4.780346820809249,-16.5,1,1,1989-07-01
Autodromo Nazionale di Monza,1,Mercedes,Lewis Hamilton,1,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Autodromo Nazionale di Monza,3,Ferrari,Sebastian Vettel,3,-3.5,-9.199004975124378,1,1,1987-07-03
Autodromo Nazionale di Monza,6,Williams,Valtteri Bottas,6,-2.4965034965034967,-49.37406483790524,1,1,1989-08-28
Autodromo Nazionale di Monza,2,Ferrari,Kimi Räikkönen,2,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Autodromo Nazionale di Monza,19,Red Bull,Daniel Ricciardo,15,-4.780346820809249,-16.5,1,1,1989-07-01
Autodromo Nazionale di Monza,18,Red Bull,Daniil Kvyat,14,-7.24742268041237,-16.5,1,1,1994-04-26
Marina Bay Street Circuit,1,Ferrari,Sebastian Vettel,1,-3.5,-9.199004975124378,1,1,1987-07-03
Marina Bay Street Circuit,2,Red Bull,Daniel Ricciardo,2,-4.780346820809249,-16.5,1,1,1989-07-01
Marina Bay Street Circuit,3,Ferrari,Kimi Räikkönen,3,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Marina Bay Street Circuit,7,Williams,Valtteri Bottas,7,-2.4965034965034967,-49.37406483790524,1,1,1989-08-28
Marina Bay Street Circuit,4,Red Bull,Daniil Kvyat,4,-7.24742268041237,-16.5,1,1,1994-04-26
Marina Bay Street Circuit,5,Mercedes,Lewis Hamilton,5,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Suzuka Circuit,2,Mercedes,Lewis Hamilton,2,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Suzuka Circuit,4,Ferrari,Sebastian Vettel,4,-3.5,-9.199004975124378,1,1,1987-07-03
Suzuka Circuit,6,Ferrari,Kimi Räikkönen,6,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Suzuka Circuit,3,Williams,Valtteri Bottas,3,-2.4965034965034967,-49.37406483790524,1,1,1989-08-28
Suzuka Circuit,20,Red Bull,Daniil Kvyat,10,-7.24742268041237,-16.5,1,1,1994-04-26
Suzuka Circuit,7,Red Bull,Daniel Ricciardo,7,-4.780346820809249,-16.5,1,1,1989-07-01
Sochi Autodrom,2,Mercedes,Lewis Hamilton,2,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Sochi Autodrom,4,Ferrari,Sebastian Vettel,4,-3.5,-9.199004975124378,1,1,1987-07-03
Sochi Autodrom,5,Ferrari,Kimi Räikkönen,5,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Sochi Autodrom,3,Williams,Valtteri Bottas,3,-2.4965034965034967,-49.37406483790524,1,1,1989-08-28
Sochi Autodrom,10,Red Bull,Daniel Ricciardo,10,-4.780346820809249,-16.5,1,1,1989-07-01
Sochi Autodrom,11,Red Bull,Daniil Kvyat,11,-7.24742268041237,-16.5,1,1,1994-04-26
Circuit of the Americas,2,Mercedes,Lewis Hamilton,2,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Circuit of the Americas,13,Ferrari,Sebastian Vettel,5,-3.5,-9.199004975124378,1,1,1987-07-03
Circuit of the Americas,3,Red Bull,Daniel Ricciardo,3,-4.780346820809249,-16.5,1,1,1989-07-01
Circuit of the Americas,4,Red Bull,Daniil Kvyat,4,-7.24742268041237,-16.5,1,1,1994-04-26
Circuit of the Americas,18,Ferrari,Kimi Räikkönen,8,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Circuit of the Americas,16,Williams,Valtteri Bottas,12,-2.4965034965034967,-49.37406483790524,1,1,1989-08-28
Autódromo Hermanos Rodríguez,2,Mercedes,Lewis Hamilton,2,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Autódromo Hermanos Rodríguez,6,Williams,Valtteri Bottas,6,-2.4965034965034967,-49.37406483790524,1,1,1989-08-28
Autódromo Hermanos Rodríguez,4,Red Bull,Daniil Kvyat,4,-7.24742268041237,-16.5,1,1,1994-04-26
Autódromo Hermanos Rodríguez,5,Red Bull,Daniel Ricciardo,5,-4.780346820809249,-16.5,1,1,1989-07-01
Autódromo Hermanos Rodríguez,3,Ferrari,Sebastian Vettel,3,-3.5,-9.199004975124378,1,1,1987-07-03
Autódromo Hermanos Rodríguez,19,Ferrari,Kimi Räikkönen,15,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Autódromo José Carlos Pace,2,Mercedes,Lewis Hamilton,2,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Autódromo José Carlos Pace,3,Ferrari,Sebastian Vettel,3,-3.5,-9.199004975124378,1,1,1987-07-03
Autódromo José Carlos Pace,4,Ferrari,Kimi Räikkönen,5,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Autódromo José Carlos Pace,7,Williams,Valtteri Bottas,4,-2.4965034965034967,-49.37406483790524,1,1,1989-08-28
Autódromo José Carlos Pace,6,Red Bull,Daniil Kvyat,7,-7.24742268041237,-16.5,1,1,1994-04-26
Autódromo José Carlos Pace,19,Red Bull,Daniel Ricciardo,9,-4.780346820809249,-16.5,1,1,1989-07-01
Yas Marina Circuit,2,Mercedes,Lewis Hamilton,2,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Yas Marina Circuit,3,Ferrari,Kimi Räikkönen,3,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Yas Marina Circuit,15,Ferrari,Sebastian Vettel,16,-3.5,-9.199004975124378,1,1,1987-07-03
Yas Marina Circuit,5,Red Bull,Daniel Ricciardo,5,-4.780346820809249,-16.5,1,1,1989-07-01
Yas Marina Circuit,9,Red Bull,Daniil Kvyat,9,-7.24742268041237,-16.5,1,1,1994-04-26
Yas Marina Circuit,6,Williams,Valtteri Bottas,6,-2.4965034965034967,-49.37406483790524,1,1,1989-08-28
Albert Park Grand Prix Circuit,1,Mercedes,Lewis Hamilton,1,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Albert Park Grand Prix Circuit,3,Ferrari,Sebastian Vettel,3,-3.5,-9.199004975124378,1,1,1987-07-03
Albert Park Grand Prix Circuit,8,Red Bull,Daniel Ricciardo,8,-4.780346820809249,-16.5,1,1,1989-07-01
Albert Park Grand Prix Circuit,19,Haas F1 Team,Romain Grosjean,19,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Albert Park Grand Prix Circuit,16,Williams,Valtteri Bottas,11,-2.4965034965034967,-49.37406483790524,1,1,1989-08-28
Albert Park Grand Prix Circuit,14,Renault,Kevin Magnussen,15,-3.761904761904762,-53.50819672131148,1,1,1992-10-05
Albert Park Grand Prix Circuit,4,Ferrari,Kimi Räikkönen,4,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Albert Park Grand Prix Circuit,18,Red Bull,Daniil Kvyat,18,-7.24742268041237,-16.5,1,1,1994-04-26
Bahrain International Circuit,4,Ferrari,Kimi Räikkönen,4,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Bahrain International Circuit,1,Mercedes,Lewis Hamilton,1,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Bahrain International Circuit,5,Red Bull,Daniel Ricciardo,5,-4.780346820809249,-16.5,1,1,1989-07-01
Bahrain International Circuit,9,Haas F1 Team,Romain Grosjean,9,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Bahrain International Circuit,15,Red Bull,Daniil Kvyat,15,-7.24742268041237,-16.5,1,1,1994-04-26
Bahrain International Circuit,6,Williams,Valtteri Bottas,6,-2.4965034965034967,-49.37406483790524,1,1,1989-08-28
Bahrain International Circuit,22,Renault,Kevin Magnussen,19,-3.761904761904762,-53.50819672131148,1,1,1992-10-05
Bahrain International Circuit,3,Ferrari,Sebastian Vettel,3,-3.5,-9.199004975124378,1,1,1987-07-03
Shanghai International Circuit,4,Ferrari,Sebastian Vettel,4,-3.5,-9.199004975124378,1,1,1987-07-03
Shanghai International Circuit,6,Red Bull,Daniil Kvyat,6,-7.24742268041237,-16.5,1,1,1994-04-26
Shanghai International Circuit,2,Red Bull,Daniel Ricciardo,2,-4.780346820809249,-16.5,1,1,1989-07-01
Shanghai International Circuit,3,Ferrari,Kimi Räikkönen,3,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Shanghai International Circuit,22,Mercedes,Lewis Hamilton,22,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Shanghai International Circuit,5,Williams,Valtteri Bottas,5,-2.4965034965034967,-49.37406483790524,1,1,1989-08-28
Shanghai International Circuit,17,Renault,Kevin Magnussen,17,-3.761904761904762,-53.50819672131148,1,1,1992-10-05
Shanghai International Circuit,14,Haas F1 Team,Romain Grosjean,14,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Sochi Autodrom,10,Mercedes,Lewis Hamilton,10,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Sochi Autodrom,3,Ferrari,Kimi Räikkönen,4,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Sochi Autodrom,2,Williams,Valtteri Bottas,3,-2.4965034965034967,-49.37406483790524,1,1,1989-08-28
Sochi Autodrom,17,Renault,Kevin Magnussen,17,-3.761904761904762,-53.50819672131148,1,1,1992-10-05
Sochi Autodrom,15,Haas F1 Team,Romain Grosjean,15,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Sochi Autodrom,5,Red Bull,Daniel Ricciardo,6,-4.780346820809249,-16.5,1,1,1989-07-01
Sochi Autodrom,8,Red Bull,Daniil Kvyat,8,-7.24742268041237,-16.5,1,1,1994-04-26
Sochi Autodrom,7,Ferrari,Sebastian Vettel,2,-3.5,-9.199004975124378,1,1,1987-07-03
Circuit de Barcelona-Catalunya,4,Red Bull,Max Verstappen,4,-7.571428571428571,-16.5,1,1,1997-09-30
Circuit de Barcelona-Catalunya,5,Ferrari,Kimi Räikkönen,5,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Circuit de Barcelona-Catalunya,6,Ferrari,Sebastian Vettel,6,-3.5,-9.199004975124378,1,1,1987-07-03
Circuit de Barcelona-Catalunya,3,Red Bull,Daniel Ricciardo,3,-4.780346820809249,-16.5,1,1,1989-07-01
Circuit de Barcelona-Catalunya,7,Williams,Valtteri Bottas,7,-2.4965034965034967,-49.37406483790524,1,1,1989-08-28
Circuit de Barcelona-Catalunya,15,Renault,Kevin Magnussen,15,-3.761904761904762,-53.50819672131148,1,1,1992-10-05
Circuit de Barcelona-Catalunya,14,Haas F1 Team,Romain Grosjean,14,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Circuit de Barcelona-Catalunya,1,Mercedes,Lewis Hamilton,1,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Circuit de Monaco,3,Mercedes,Lewis Hamilton,3,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Circuit de Monaco,1,Red Bull,Daniel Ricciardo,1,-4.780346820809249,-16.5,1,1,1989-07-01
Circuit de Monaco,4,Ferrari,Sebastian Vettel,4,-3.5,-9.199004975124378,1,1,1987-07-03
Circuit de Monaco,10,Williams,Valtteri Bottas,11,-2.4965034965034967,-49.37406483790524,1,1,1989-08-28
Circuit de Monaco,15,Haas F1 Team,Romain Grosjean,15,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Circuit de Monaco,0,Red Bull,Max Verstappen,21,-7.571428571428571,-16.5,1,1,1997-09-30
Circuit de Monaco,16,Renault,Kevin Magnussen,16,-3.761904761904762,-53.50819672131148,1,1,1992-10-05
Circuit de Monaco,11,Ferrari,Kimi Räikkönen,6,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Circuit Gilles Villeneuve,1,Mercedes,Lewis Hamilton,1,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Circuit Gilles Villeneuve,3,Ferrari,Sebastian Vettel,3,-3.5,-9.199004975124378,1,1,1987-07-03
Circuit Gilles Villeneuve,7,Williams,Valtteri Bottas,7,-2.4965034965034967,-49.37406483790524,1,1,1989-08-28
Circuit Gilles Villeneuve,5,Red Bull,Max Verstappen,5,-7.571428571428571,-16.5,1,1,1997-09-30
Circuit Gilles Villeneuve,6,Ferrari,Kimi Räikkönen,6,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Circuit Gilles Villeneuve,4,Red Bull,Daniel Ricciardo,4,-4.780346820809249,-16.5,1,1,1989-07-01
Circuit Gilles Villeneuve,14,Haas F1 Team,Romain Grosjean,15,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Baku City Circuit,3,Ferrari,Sebastian Vettel,4,-3.5,-9.199004975124378,1,1,1987-07-03
Baku City Circuit,4,Ferrari,Kimi Räikkönen,5,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Baku City Circuit,10,Mercedes,Lewis Hamilton,10,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
